id,job,gender,hhi,age,region,survived
771,engineer,female,73000,47,southwest,True
772,law,female,127000,26,northeast,False
773,engineer,male,115000,21,midwest,False
774,law,male,81000,43,southeast,False
775,health,male,107000,35,northwest,False
776,unemployed,female,52000,22,southwest,False
777,unemployed,female,72000,38,central,False
778,health,female,46000,46,northeast,False
779,unemployed,female,130000,33,northeast,True
780,unemployed,male,59000,34,central,False
781,engineer,male,53000,37,southwest,True
782,law,female,123000,40,central,False
783,engineer,male,54000,40,midwest,False
784,unemployed,female,81000,38,midwest,False
785,engineer,male,111000,37,northeast,False
786,engineer,female,94000,39,southwest,True
787,health,female,95000,31,southwest,False
788,engineer,male,71000,40,southeast,True
789,engineer,female,89000,42,southeast,True
790,law,male,75000,24,northeast,False
791,health,male,123000,44,northeast,True
792,engineer,male,56000,49,northwest,True
793,engineer,female,59000,48,northwest,False
794,law,male,72000,31,northwest,False
795,health,male,65000,39,central,True
796,unemployed,male,94000,32,northwest,False
797,engineer,male,90000,33,central,False
798,construction,female,105000,48,midwest,True
799,engineer,male,126000,30,northeast,False
800,unemployed,female,98000,20,central,False
801,engineer,male,43000,40,midwest,True
802,engineer,male,128000,23,northwest,False
803,unemployed,female,37000,25,northeast,False
804,engineer,male,125000,39,northwest,False
805,unemployed,male,85000,41,northeast,False
806,engineer,female,84000,29,southeast,False
807,construction,male,47000,48,midwest,False
808,construction,female,33000,31,central,False
809,engineer,female,91000,28,northeast,False
810,engineer,female,119000,35,northwest,False
811,law,male,75000,31,midwest,False
812,construction,female,83000,42,midwest,False
813,engineer,male,51000,39,northwest,False
814,unemployed,male,109000,27,midwest,True
815,law,female,128000,46,northwest,False
816,unemployed,female,43000,35,northwest,False
817,engineer,male,94000,43,northeast,False
818,construction,male,106000,32,northwest,False
819,unemployed,female,81000,27,midwest,False
820,law,male,39000,36,southwest,False
821,health,female,93000,24,northwest,True
822,construction,female,104000,43,central,False
823,health,male,30000,25,southeast,False
824,law,male,34000,25,southwest,False
825,construction,female,34000,22,southeast,False
826,health,female,108000,29,midwest,True
827,engineer,male,67000,43,northeast,True
828,unemployed,female,108000,31,southeast,False
829,unemployed,male,50000,43,northwest,True
830,unemployed,male,123000,29,northwest,True
831,law,female,80000,45,northwest,False
832,engineer,male,46000,30,central,False
833,law,female,89000,50,southeast,True
834,law,male,78000,50,northwest,True
835,engineer,female,126000,42,central,False
836,health,male,64000,30,midwest,False
837,unemployed,female,63000,23,northeast,True
838,law,male,123000,50,midwest,True
839,law,male,98000,37,northwest,False
840,construction,male,41000,30,midwest,False
841,construction,female,53000,28,northeast,True
842,law,female,55000,31,midwest,False
843,unemployed,female,84000,42,midwest,True
844,engineer,male,55000,33,central,False
845,construction,female,42000,44,southwest,False
846,law,female,115000,30,midwest,False
847,construction,female,91000,43,central,True
848,unemployed,male,53000,30,northeast,False
849,unemployed,male,59000,43,midwest,False
850,construction,male,68000,23,northeast,False
851,health,female,102000,25,northeast,False
852,law,male,70000,25,central,False
853,unemployed,female,129000,44,northwest,False
854,unemployed,female,101000,22,northeast,False
855,unemployed,male,64000,22,southwest,False
856,engineer,male,42000,34,central,False
857,health,female,120000,23,southwest,False
858,law,male,63000,24,central,True
859,engineer,male,129000,46,central,True
860,unemployed,female,37000,29,southeast,False
861,construction,male,86000,40,midwest,False
862,unemployed,male,100000,34,northwest,False
863,engineer,female,44000,49,northeast,False
864,health,female,47000,46,southeast,False
865,law,male,100000,40,northwest,False
866,law,female,50000,48,northeast,True
867,engineer,female,91000,31,midwest,False
868,law,female,95000,32,midwest,True
869,construction,male,107000,24,northeast,True
870,construction,male,69000,32,southwest,False
871,law,male,96000,26,southwest,True
872,unemployed,female,76000,46,northwest,True
873,engineer,male,32000,30,northeast,False
874,construction,male,118000,49,southwest,False
875,law,male,86000,35,southeast,False
876,construction,female,41000,45,southeast,True
877,law,female,56000,24,northeast,False
878,law,male,95000,28,southwest,False
879,law,female,108000,21,southwest,False
880,engineer,female,118000,32,northwest,False
881,law,male,93000,43,northwest,True
882,construction,female,74000,26,midwest,False
883,construction,male,59000,33,southwest,False
884,health,female,56000,47,central,True
885,engineer,female,64000,28,northeast,False
886,unemployed,male,64000,33,southeast,False
887,engineer,female,81000,49,southeast,False
888,engineer,male,81000,47,southwest,True
889,law,male,70000,42,northeast,True
890,unemployed,male,91000,35,southeast,False
891,unemployed,female,60000,28,northwest,False
892,construction,male,103000,45,southwest,False
893,health,male,50000,43,northwest,True
894,engineer,male,66000,28,central,False
895,unemployed,female,81000,24,southwest,False
896,engineer,female,78000,21,southeast,True
897,engineer,female,110000,48,southeast,False
898,construction,female,103000,22,midwest,False
899,law,male,127000,35,northwest,False
900,law,male,32000,41,midwest,True
901,unemployed,female,46000,45,southeast,False
902,unemployed,female,36000,46,southwest,False
903,construction,male,118000,21,central,True
904,unemployed,female,45000,37,midwest,False
905,engineer,male,103000,38,central,True
906,law,male,52000,49,midwest,True
907,engineer,male,64000,34,midwest,False
908,unemployed,female,41000,34,northeast,True
909,engineer,male,113000,43,southwest,False
910,law,female,40000,31,central,False
911,construction,male,64000,43,northeast,False
912,engineer,female,125000,37,midwest,False
913,engineer,male,86000,46,midwest,True
914,unemployed,female,103000,24,southeast,False
915,unemployed,female,75000,49,midwest,False
916,law,male,102000,26,midwest,False
917,construction,male,106000,21,southeast,False
918,health,male,100000,23,central,False
919,unemployed,female,102000,49,southeast,True
920,engineer,female,49000,40,southeast,False
921,unemployed,female,121000,24,midwest,False
922,engineer,male,120000,24,southeast,True
923,engineer,male,118000,44,southwest,True
924,engineer,male,95000,30,southwest,False
925,law,female,106000,22,northeast,False
926,unemployed,male,64000,41,northeast,False
927,engineer,male,127000,25,central,True
928,law,male,57000,49,southeast,True
929,construction,male,107000,49,northeast,False
930,law,female,53000,35,southeast,True
931,unemployed,female,85000,37,central,False
932,health,male,41000,40,northwest,False
933,unemployed,female,126000,30,midwest,False
934,engineer,female,36000,48,northeast,False
935,engineer,male,42000,34,southwest,True
936,law,female,59000,24,southwest,False
937,construction,female,44000,22,central,False
938,unemployed,female,121000,22,southwest,True
939,engineer,female,53000,26,central,False
940,health,male,53000,44,southeast,True
941,health,female,123000,38,northwest,False
942,law,male,62000,42,central,True
943,unemployed,female,120000,47,northwest,False
944,unemployed,male,50000,22,central,True
945,engineer,female,87000,44,southwest,False
946,construction,female,92000,31,central,False
947,unemployed,female,121000,39,midwest,False
948,unemployed,male,77000,50,southeast,True
949,construction,male,41000,31,southwest,True
950,engineer,female,68000,40,northwest,False
951,unemployed,male,125000,39,midwest,False
952,engineer,female,108000,43,central,True
953,law,female,44000,48,midwest,True
954,construction,female,65000,23,southeast,False
955,engineer,male,47000,40,central,True
956,law,female,58000,25,southeast,True
957,law,female,70000,43,midwest,True
958,unemployed,male,76000,39,central,True
959,law,female,116000,44,southeast,False
960,engineer,male,129000,34,midwest,False
961,construction,female,107000,26,northeast,True
962,unemployed,male,98000,44,northwest,False
963,engineer,female,104000,34,southwest,False
964,construction,male,69000,27,central,True
965,unemployed,female,104000,25,midwest,False
966,engineer,female,102000,39,southeast,False
967,engineer,female,42000,38,northeast,False
968,construction,male,39000,31,central,False
969,unemployed,female,66000,49,northeast,False
970,construction,female,121000,36,midwest,False
971,law,female,30000,29,central,True
972,health,female,108000,25,central,False
973,unemployed,female,128000,37,midwest,False
974,unemployed,female,103000,35,southwest,False
975,law,female,58000,28,central,False
976,health,male,114000,27,northwest,False
977,unemployed,female,81000,22,northwest,False
978,health,male,57000,34,midwest,True
979,unemployed,female,111000,26,northwest,False
980,construction,female,61000,32,southwest,False
981,unemployed,female,37000,36,northwest,False
982,engineer,female,93000,48,southeast,False
983,law,male,96000,27,midwest,False
984,unemployed,female,94000,48,northeast,False
985,construction,female,69000,42,northeast,False
986,engineer,male,55000,20,northwest,False
987,law,female,128000,23,northwest,True
988,health,female,119000,47,southwest,False
989,unemployed,male,125000,32,southwest,True
990,unemployed,male,54000,35,southwest,False
991,construction,female,104000,40,central,False
992,construction,male,49000,48,southeast,True
993,engineer,female,99000,43,southeast,False
994,unemployed,male,75000,33,southwest,False
995,construction,male,102000,22,northwest,True
996,law,female,53000,48,northeast,True
997,construction,male,125000,44,northeast,True
998,engineer,male,32000,32,midwest,False
999,unemployed,female,72000,33,northeast,False
1000,law,male,88000,26,central,True
1001,construction,male,37000,32,northwest,False
1002,unemployed,male,40000,25,northeast,False
1003,engineer,male,90000,23,northeast,False
1004,unemployed,male,54000,41,central,True
1005,unemployed,male,90000,41,central,True
1006,engineer,male,121000,26,central,False
1007,construction,female,92000,37,midwest,False
1008,law,female,118000,41,central,True
1009,unemployed,male,42000,35,central,True
1010,law,male,109000,47,northeast,True
1011,unemployed,male,49000,25,northwest,False
1012,unemployed,male,116000,35,northeast,False
1013,construction,male,107000,27,northwest,False
1014,law,female,120000,23,southeast,True
1015,construction,male,127000,46,midwest,True
1016,unemployed,female,98000,33,northeast,True
